941.5	954.25	941.35	944.35
944.35	949.9	939.9	945.15
945.2	950.4	941.5	947.65
947.7	961.7	947.6	955.8
955.6	960.4	944	950.95
950.85	956.85	946.3	955.9
955.85	980.25	951	978.15
978.2	997.29	974.25	991.65
991.65	996.3	985.35	993.65
992.45	996.5	990.2	994.5
994.4	1007.5	992.5	994.9
995	1003	987.2	992
991.9	998.3	982.7	995.9
995.9	1011.6	994.4	1006
1005	1008.75	993.29	999.74
999.7	1009.44	992.05	1007.16
1007.15	1020.55	1005.97	1016.9
1016.85	1023.9	1010.08	1013.21
1013.16	1017.63	1005.85	1006.15
1006.75	1006.75	995.55	1003.21
1003.26	1019.55	1002.25	1014.05
1014.1	1018.3	1005.85	1008.15
1008.2	1018.9	990.5	993.72
993.72	998.95	985.05	988.95
990.85	996.6	985.85	990.67
990.62	995.68	984.9	992.05
992.02	1009.05	991.4	1007.37
1007.37	1009.55	997.6	998.85
998.9	1007.35	986.4	1001.6
1001.6	1017.45	999.8	1016.97
1016.92	1043.45	1014.95	1041.67
1041.72	1048.25	1036.3	1043.82
1043.82	1061.28	1042.75	1054.65
1054.6	1054.9	1043.45	1047.65
1048.4	1058.9	1046.95	1056.7
1056.65	1068.4	1050.95	1063.9
1063.95	1070.45	1055.8	1062.05
1062.05	1065.55	1046.25	1049.92
1049.97	1056.65	1042.8	1052.15
1052.05	1064.6	1047.75	1063.85
1063.95	1067.9	1051.85	1054.9
1054.95	1064.65	1047.55	1058.7
1058.7	1061.45	1051.45	1059.77
1059.77	1067.43	1049.95	1054.9
1054.4	1059.7	1037.5	1038.45
1038.5	1043.55	1032.35	1039.65
1039.6	1041.6	1026.45	1027.77
1027.8	1047.6	1026.37	1046.8
1046.85	1048.9	1035.05	1045.2
1041.8	1062.55	1040.75	1059.25
1059.5	1087.6	1055.15	1084.05
1084.05	1097.6	1079.8	1091.85
1091.85	1094	1083.65	1089.95
1089.8	1100.9	1086.35	1095.2
1098.25	1110.93	1095.35	1103.75
1103.7	1109.1	1096.85	1105.45
1105.5	1118.4	1104.95	1117.07
1116.97	1122.9	1102.4	1103.37
1103.52	1119	1100.9	1118.7
1118	1143.3	1118	1138.85
1139.1	1141.6	1127.8	1141.4
1141.38	1152.85	1135.8	1145.15
1145.2	1145.95	1129.98	1144.22
1144.22	1151	1132.55	1150.65
1150.4	1173.55	1150.4	1165.72
1165.67	1171.15	1157.62	1169.02
1169.02	1191.55	1166.65	1191.4
1191.4	1194.95	1180.1	1191.65
1191.6	1191.6	1137.15	1176.35
1176.7	1181.7	1163.85	1179.25
1179.3	1201.35	1175.1	1196.25
1196.3	1216.9	1194.9	1215.32
1215.37	1226.15	1204.15	1207.27
1207.2	1212.5	1147.25	1160.15
1160.85	1164.95	1134.95	1157.81
1157.85	1168.7	1124.35	1128.01
1128.01	1146.85	1116.05	1128.25
1128.25	1136.5	1120.85	1130.96
1130.95	1142.05	1109.25	1115.1
1114.55	1127.55	1110.5	1126.05
1126.05	1128.7	1111.1	1124.75
1124.75	1141.05	1121.15	1137.55
1137.6	1141.55	1094.65	1098.4
1098.35	1116.8	1096.25	1111.5
1111.15	1119.1	1089.9	1092.95
1093	1097.25	1074.4	1083.55
1083.55	1095.6	1079.2	1087.2
1087	1105.75	1086.95	1104.5
1104.9	1113.65	1101.3	1106.85
1106.85	1108.1	1096.4	1096.5
1096.75	1097.9	1085.59	1092.5
1092.59	1106.65	1092.2	1096.55
1096.7	1123.65	1093.05	1121
1121	1128.5	1115.05	1117.7
1117.65	1140.3	1117.1	1137.7
1137.75	1138.85	1128.3	1131.45
1131.5	1139.3	1119.3	1136
1137.45	1161.85	1137.45	1151.5
1151.5	1158	1124.8	1127.7
1127.8	1138.6	1118.2	1137.75
1137.8	1145.9	1130.6	1142.3
1142.3	1145.65	1126.6	1131.15
1127.15	1137.1	1127.1	1133.65
1133.6	1140.5	1128.65	1137.9
1137.95	1141.35	1106.95	1111.05
1111.1	1117.45	1088.35	1093.75
1093.65	1098.55	1082	1093.3
1092.15	1103.95	1092.15	1098.1
1098.05	1103.3	1085.35	1097.2
1097.2	1102.25	1083.1	1087.6
1087.63	1096	1073.8	1086.7
1086.75	1090.45	1074.4	1081.3
1082.4	1107.55	1076.5	1104.95
1104.95	1118.5	1098.75	1114.15
1114.2	1124.9	1106.95	1109.45
1109.5	1111	1059.35	1062.8
1062.8	1068.45	1044.05	1067.05
1065.8	1073.65	1061.45	1062.5
1062.65	1083	1061.9	1077.75
1077.8	1082.2	1063.05	1071.75
1071.8	1097.8	1071.6	1095.15
1095.1	1095.75	1077.55	1092.05
1092.75	1102.2	1091.5	1100.5
1098.95	1121	1097.85	1118.85
1118.85	1127.3	1105	1106.5
1106.45	1123.95	1097.65	1108.25
1108.2	1126.7	1099.1	1117.6
1125.1	1130.85	1109.85	1114.05
1114.08	1121.05	1099.2	1103.15
1103.2	1108.05	1089.85	1097.4
1097.35	1109.1	1088.1	1106.15
1106.15	1118.8	1104.1	1116.6
1117.25	1123.35	1111.75	1118.6
1118.6	1137.5	1114.8	1134.4
1134.4	1144.85	1132.05	1139.6
1139.6	1141.45	1125.55	1131.9
1131.95	1140.45	1127.2	1131.45
1136.4	1137.5	1118.35	1123.3
1123.35	1124.35	1108.35	1121.55
1121.55	1127.85	1103.1	1108.1
1108.15	1111.53	1100.4	1109.2
1109.15	1119.1	1098.2	1102.25
1100.6	1108.7	1100.6	1108.1
1108.15	1128.6	1108	1127.42
1127.42	1133.2	1118.25	1120.1
1120.15	1129.25	1117.95	1127.05
1127.1	1127.1	1101.2	1105.65
1106.75	1108.55	1092.2	1101.85
1102.55	1107.85	1094.3	1104.85
1104.85	1105.2	1084.95	1086.4
1086.4	1095.6	1085.45	1090.15
1090.15	1109.55	1088.55	1108.6
1110.1	1114.55	1103.35	1109.45
1109.45	1113.2	1101.45	1103.35
1103.4	1117.95	1102.25	1112.85
1112.95	1127.9	1111.3	1126.5
1126.5	1126.75	1114.6	1125
1119.85	1133.25	1119.85	1131.6
1131.55	1138.5	1122.6	1133.95
1133.9	1153.1	1132.3	1149.05
1149.1	1153.6	1143.5	1150.25
1150.25	1164.65	1149.3	1160.35
1160.15	1169.4	1154.05	1156.05
1156.05	1157.05	1144.8	1150.35
1150.4	1161.9	1150.15	1155.05
1155	1161.35	1149.8	1158.95
1158.9	1160.2	1129.85	1136.25
1135.4	1137.9	1123.75	1135.5
1135.98	1145.93	1133.43	1140.53
1140.55	1150.5	1137.63	1146.45
1146.48	1149.28	1131.58	1141.38
1140.95	1156.98	1134.84	1155.9
1157.8	1159.86	1150.65	1153.53
1153.48	1172.6	1145.98	1167.76
1167.71	1174.38	1160.45	1165.55
1165.58	1171.13	1161.9	1166.68
1166.73	1181.63	1166.48	1178.25
1176.85	1187.63	1176	1182.13
1182.22	1192.13	1166.6	1170.98
1171.03	1176.58	1156.35	1174.95
1174.93	1211.53	1172.43	1208.18
1207.98	1213.77	1192.6	1207.78
1195.85	1205.65	1183.88	1202.65
1202.8	1234.3	1200.94	1232.48
1232.43	1248.43	1226.66	1238.65
1238.67	1242.95	1227.15	1232.53
1232.55	1249.28	1217.6	1230.03
1230.65	1242.28	1219.08	1222.28
1222.33	1229.13	1206.68	1224.85
1224.86	1227.65	1186.6	1193.51
1193.55	1197.95	1174.98	1182.15
1182.26	1187.63	1166.05	1177.06
1181.5	1196.75	1179.3	1191.45
1191.48	1204.1	1185.2	1204
1204.05	1216.5	1200.7	1211.5
1211.55	1218.28	1205.7	1212.4
1212.05	1215.3	1202	1214.45
1213.95	1217.9	1209.7	1216
1216.05	1228.75	1214.43	1225.43
1225.44	1226.93	1213.51	1223.25
1223.4	1224.6	1200.73	1206.45
1206.47	1219.68	1196.75	1217.45
1218.65	1244.53	1210.45	1240.03
1240.08	1251.84	1233.3	1236.35
1236.38	1240.8	1221.43	1233.25
1233.2	1233.95	1214.63	1216.3
1216.33	1230.45	1216.08	1226.6
1230.4	1233.97	1216.2	1221
1221.05	1236.65	1219.7	1233.95
1233.9	1237.78	1226.85	1228.98
1229	1251.03	1228.9	1244.83
1244.75	1262.18	1241.58	1255.63
1259.05	1265.05	1230.6	1233.53
1233.55	1242.63	1231.55	1239.85
1239.8	1246.25	1224.6	1237.15
1237.2	1248.33	1227.63	1243.23
1243.2	1258.2	1240.95	1254.48
1253.95	1262.54	1235.55	1238.75
1238.8	1244.98	1227.15	1240.4
1240.38	1247.49	1234.55	1242.08
1242.13	1243.74	1196.38	1198.78
1198.8	1213.23	1198.25	1211.15
1211.6	1214.35	1205.81	1208.65
1208.45	1213.54	1189.15	1192.5
1192.48	1203.85	1184.79	1202.35
1202.4	1207.8	1187.3	1197.85
1197.9	1213.6	1194.33	1209.6
1211.45	1212.55	1196.2	1196.6
1196.68	1217.78	1196	1212.14
1212.16	1217.88	1202.5	1208.08
1208.13	1217.15	1203.63	1208.05
1208.03	1210.7	1185.98	1192.65
1193.6	1194.9	1177.38	1182.7
1182.68	1193.65	1175.55	1191.88
1191.85	1197.9	1183.28	1184.7
1184.65	1201.08	1181.03	1194.73
1194.78	1203.85	1183.99	1187.18
1187.6	1194.53	1179.7	1183.38
1183.33	1186.95	1158	1161.5
1161.4	1165.93	1156.85	1163.35
1163.28	1169.4	1159.33	1168.08
1168.05	1183.5	1165.73	1180.7
1180.25	1190.3	1174.38	1182.62
1182.67	1190.54	1179.32	1185.94
1185.92	1202.84	1185.62	1194.78
1194.81	1199.69	1189.8	1194.75
1194.72	1210.82	1192.3	1205.16
1204.1	1209.72	1198.9	1201.15
1201.12	1207.37	1190.57	1204.04
1204.07	1207.87	1192.3	1197.85
1197.87	1215.23	1197.25	1213.64
1213.55	1217.45	1210.55	1214.72
1214.7	1227.3	1213.85	1224.96
1225.02	1228.94	1222.4	1224.64
1224.61	1232.37	1217.35	1229.2
1229.23	1237.3	1227.7	1231.96
1231.94	1233.12	1221.95	1227.3
1226.7	1231.86	1221.74	1225.9
1225.8	1235.4	1210.12	1230.4
1230.35	1241.3	1228.95	1239.85
1239.75	1244.05	1233.95	1237.35
1237.45	1242.15	1231.84	1237.92
1236.7	1238.25	1233.23	1236.68
1236.7	1249.75	1231.7	1247.2
1247.23	1254.58	1242.25	1244.03
1244.08	1253.1	1243.35	1250.7
1250.65	1253.65	1237.7	1246.5
1247.35	1251.05	1246.65	1249.75
1249.95	1259.55	1244.55	1255.3
1255.35	1262.25	1253.18	1254.65
1254.7	1258.65	1242.03	1243.48
1243.55	1251	1236.43	1245.53
1247.05	1249.05	1240.85	1245.38
1245.45	1274.75	1244.68	1267.98
1268.03	1271.8	1263.1	1267.9
1267.88	1277.71	1264.68	1275
1275.03	1282.75	1271.87	1274.6
1274.63	1283.58	1274.13	1278.18
1278.23	1290.5	1270.63	1286.9
1286.85	1296.07	1286.2	1291.14
1291.17	1295.89	1286.82	1292.22
1292.17	1299.72	1291.43	1296.11
1296.58	1299.9	1293.93	1294.18
1294.13	1309.99	1282.91	1308.89
1308.97	1313.4	1305.45	1309.64
1309.67	1315.8	1295.93	1308.15
1308.12	1320.49	1305.93	1319.15
1318.48	1320.03	1312.23	1315.03
1315.08	1341.58	1312.33	1340.48
1340.58	1349.63	1338.88	1348.75
1348.76	1364.78	1325.67	1333.37
1333.34	1349.6	1324.84	1346.83
1348.57	1355.47	1348.45	1355.3
1348.23	1355.43	1340.18	1353.81
1353.8	1355.2	1340.56	1350.16
1350.19	1374.24	1349.63	1371.9
1371.85	1387.1	1370.5	1380.91
1380.94	1385.43	1362.21	1368.37
1370.6	1370.82	1365.6	1366.3
1369.13	1374.84	1352.69	1368.24
1368.26	1370.98	1328.14	1331.8
1331.75	1347	1330.48	1345.99
1345.94	1349.06	1317.81	1325.46
1325.5	1328.45	1315.07	1327.65
1331.5	1335.9	1331.5	1333.8
1327.23	1349.05	1327.23	1339.69
1339.72	1343.5	1327.94	1340.25
1340.3	1343.48	1318.98	1325.15
1325.13	1345.8	1322.84	1343.85
1343.88	1359.28	1335.15	1357.52
1360.1	1365.5	1359.9	1362.7
1358.03	1365.98	1348.98	1353.67
1353.69	1359.8	1350.2	1357.25
1357.15	1364.45	1325.43	1348.38
1348.4	1393.3	1346.7	1392.28
1392.3	1398.13	1373.23	1395.15
1396.27	1396.27	1393.15	1395.3
1393.42	1410.38	1386.68	1409.35
1409.33	1424.43	1382.65	1392.73
1392.78	1410.08	1383.95	1403.78
1403.83	1417.7	1397.15	1408.35
1408.4	1409.75	1359.9	1368.38
1370.35	1371	1368.7	1370.35
1369.53	1376.75	1355.75	1360.48
1360.53	1364.65	1329.65	1339.55
1339.5	1344.83	1330.71	1335.88
1335.9	1359.15	1333.27	1353.15
1353.13	1363.28	1341.55	1353.15
1354.9	1359.6	1354.9	1359.1
1359.28	1367.75	1348.37	1366.62
1366.63	1382.38	1356.13	1376.26
1376.21	1381.38	1369.18	1373.18
1373.23	1375.18	1368.03	1374.73
1374.98	1375.03	1350.88	1363.53
1363.15	1364.15	1356.9	1357.3
1364.05	1369.23	1353.15	1366.08
1366.03	1389.78	1362.8	1385.73
1385.86	1396.78	1381.75	1387.58
1387.56	1398.38	1383.03	1384.93
1384.96	1413.8	1384.48	1413.38
1414.75	1415.35	1410	1410.15
1414.2	1427.4	1408.78	1423.5
1423.53	1430.9	1396.38	1401.68
1401.61	1404.26	1371.23	1381.73
1381.76	1394.53	1380.08	1386.71
1386.73	1392.05	1372.08	1386.6
1383.1	1384.52	1380.4	1380.55
1385.68	1399.2	1380.1	1393.77
1393.8	1408	1391.8	1395.91
1395.96	1397.16	1378.36	1380.51
1380.48	1386.24	1361.03	1369.86
1369.88	1378.75	1364.65	1374.53
1377.5	1382.5	1376.95	1381.15
1374.58	1388.04	1374.55	1385.06
1385.03	1391.98	1380.78	1385.21
1385.23	1390.91	1382.91	1385.08
1385.06	1388.25	1372.05	1379.66
1379.71	1385.21	1378.38	1384.66
1376.55	1376.95	1372.15	1372.85
1384.64	1386.2	1371.96	1383.41
1383.51	1406.53	1382.36	1405.64
1405.67	1413.96	1401.05	1411.38
1411.33	1414.66	1402.98	1404.41
1404.45	1419.15	1403.87	1418.52
1419.5	1419.55	1416.7	1416.98
1420.98	1423.83	1412.39	1414.53
1414.57	1417.14	1374.7	1380.27
1380.3	1384.7	1363.85	1377.93
1377.96	1379.75	1364.7	1371.18
1371.16	1378.68	1352.59	1368.75
1370.35	1373	1367.35	1370.15
1369.51	1375.91	1365.32	1375.33
1375.38	1386.6	1372.58	1381.18
1381.23	1388.73	1376.59	1387.58
1387.63	1393.01	1369.45	1372.98
1373.33	1377.92	1354.95	1359.65
1360.55	1364.75	1360.35	1363.9
1359.78	1365.66	1357.18	1361.23
1361.28	1376.15	1360.38	1367.98
1367.95	1379.17	1365.51	1369.66
1369.79	1371.08	1343.25	1345.86
1345.89	1350.18	1337.68	1342.88
1344.6	1347.85	1343.75	1345.25
1342.45	1353	1332.23	1333.79
1333.82	1338.33	1322.54	1332.07
1332.09	1346.48	1324.9	1345.57
1345.62	1347.76	1310.33	1313.58
1313.63	1347.05	1307.95	1335.2
1339.2	1345.85	1339.15	1344.7
1337.7	1345.8	1323.05	1332.45
1332.4	1342.97	1325.58	1340.88
1340.98	1343.38	1326.75	1334.85
1334.9	1355.7	1324.93	1353.93
1353.98	1358.64	1344.9	1349.05
1347.1	1347.1	1343.5	1344.7
1348.55	1353.07	1342.78	1350.95
1350.9	1367.75	1348.26	1363.55
1363.6	1367	1357.97	1363.35
1363.4	1365.86	1350.86	1363.5
1363.55	1368.38	1353.98	1356.28
1357.15	1357.82	1355.3	1355.85
1356.1	1366.57	1353.6	1361.48
1361.5	1376.39	1360.7	1373.45
1373.41	1381.81	1368.05	1374.08
1374.18	1384.87	1374.13	1383.7
1383.73	1391.79	1381.74	1387.55
1389.85	1391.5	1389.8	1390.9
1388.85	1408.29	1388.85	1406.05
1406.03	1410.95	1392.68	1398.68
1398.63	1416.59	1395.45	1411.39
1411.41	1418.09	1395.07	1402.3
1402.35	1411.6	1399.7	1408
1410.05	1414.4	1408.25	1413.7
1408.95	1416.24	1404.69	1411.03
1411.08	1434.6	1409.25	1432.83
1432.85	1440.3	1427.54	1434.03
1434.28	1436.13	1410.08	1415.63
1415.68	1431.95	1413.18	1428.05
1434.55	1437.8	1432.4	1435
1432.2	1444.79	1428.02	1431.63
1431.68	1436.66	1423.12	1428.58
1428.53	1436.14	1422.83	1430.53
1430.58	1431.68	1402.98	1411.4
1411.35	1423.82	1404.68	1416.52
1420.75	1431.9	1419.3	1426.8
1418.97	1432.37	1417.55	1426.15
1426.3	1429	1380.9	1395.35
1395.4	1406.15	1392.2	1398.6
1398.7	1404.95	1386.25	1403.7
1403.7	1423.76	1401.9	1418.45
1425.3	1426.86	1423.6	1425.3
1419.5	1434.69	1419.5	1427.25
1427.03	1432.05	1419.3	1427.35
1427.38	1440.9	1425.5	1436.9
1436.93	1447.53	1423.78	1429.85
1429.88	1437.8	1422.1	1427.75
1427.76	1429.51	1424.21	1425.9
1428.05	1428.75	1410.1	1420.03
1419.95	1423.15	1411.04	1418.08
1418.13	1429.92	1411.75	1422.55
1422.7	1439.35	1420.15	1431.7
1431.73	1436.35	1412.7	1427.3
1428.66	1431	1427.86	1430.66
1427.8	1438.55	1427.6	1433.5
1433.6	1456.78	1429.84	1455.4
1455.45	1462.1	1451.2	1459.25
1459.2	1465	1452.45	1457.65
1457.55	1474.9	1456.03	1473.3
1474.35	1476.21	1473.21	1475.81
1474.55	1476.24	1459.3	1462.93
1462.9	1467.29	1444.02	1452.65
1452.63	1462.25	1451.1	1456.85
1456.9	1474.58	1452.3	1473.78
1473.75	1487.93	1471.4	1487.25
1486.6	1487.91	1484.48	1487.91
1485.45	1497.55	1477.3	1494.98
1494.93	1499.38	1487.34	1495.9
1495.85	1505.74	1492.95	1501.8
1501.7	1508.83	1500.39	1504.4
